{acceleration:2.5E-7,dureePortes:2500,ascenseurSpeed:1.5E-3,capaciteAsc:5,repartAscenseurs:{{val:2},{val:2},{val:2},{val:2}},margeInterAsc:0.8,dureeEntreeSortiePers:1200,niveauMin:0,niveauMax:38}
{completionTime:8274413,totalTransportTime:4149684877,nbPersonneTransportees:3602,failed:false,maxTransportTime:7801662}
{ascStackId:1,heureEntreeAscenseur:504963,heureSortieAscenseur:573496,monteeIdId:3,heureArrivee:131532}
{ascStackId:1,heureEntreeAscenseur:212252,heureSortieAscenseur:271108,monteeIdId:3,heureArrivee:132495}
{ascStackId:0,heureEntreeAscenseur:137044,heureSortieAscenseur:198084,monteeIdId:0,heureArrivee:133166}
{ascStackId:1,heureEntreeAscenseur:148644,heureSortieAscenseur:199574,monteeIdId:0,heureArrivee:134618}
{ascStackId:0,heureEntreeAscenseur:164519,heureSortieAscenseur:189047,monteeIdId:3,heureArrivee:134868}
{ascStackId:0,heureEntreeAscenseur:160973,heureSortieAscenseur:226647,monteeIdId:1,heureArrivee:135297}
{ascStackId:1,heureEntreeAscenseur:145044,heureSortieAscenseur:188174,monteeIdId:0,heureArrivee:138844}
{ascStackId:1,heureEntreeAscenseur:207239,heureSortieAscenseur:286828,monteeIdId:1,heureArrivee:139115}
{ascStackId:1,heureEntreeAscenseur:384753,heureSortieAscenseur:429553,monteeIdId:3,heureArrivee:139115}
{ascStackId:1,heureEntreeAscenseur:208439,heureSortieAscenseur:288028,monteeIdId:1,heureArrivee:139115}
{ascStackId:0,heureEntreeAscenseur:167173,heureSortieAscenseur:197703,monteeIdId:1,heureArrivee:147068}
{ascStackId:1,heureEntreeAscenseur:180506,heureSortieAscenseur:255295,monteeIdId:1,heureArrivee:147883}
{ascStackId:0,heureEntreeAscenseur:634158,heureSortieAscenseur:670614,monteeIdId:0,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:494097,heureSortieAscenseur:543358,monteeIdId:3,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:1403546,heureSortieAscenseur:1444879,monteeIdId:0,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:168373,heureSortieAscenseur:198903,monteeIdId:1,heureArrivee:148541}
{ascStackId:0,heureEntreeAscenseur:208340,heureSortieAscenseur:244196,monteeIdId:2,heureArrivee:148620}
{ascStackId:1,heureEntreeAscenseur:386366,heureSortieAscenseur:438110,monteeIdId:1,heureArrivee:151023}
{ascStackId:0,heureEntreeAscenseur:165719,heureSortieAscenseur:253163,monteeIdId:3,heureArrivee:153850}
{ascStackId:1,heureEntreeAscenseur:237095,heureSortieAscenseur:290428,monteeIdId:1,heureArrivee:154030}
{ascStackId:1,heureEntreeAscenseur:3711100,heureSortieAscenseur:3770478,monteeIdId:1,heureArrivee:155126}
{ascStackId:1,heureEntreeAscenseur:517926,heureSortieAscenseur:579699,monteeIdId:2,heureArrivee:155126}
{ascStackId:1,heureEntreeAscenseur:7782253,heureSortieAscenseur:7830919,monteeIdId:0,heureArrivee:155126}
{ascStackId:0,heureEntreeAscenseur:169573,heureSortieAscenseur:227847,monteeIdId:1,heureArrivee:161363}
{ascStackId:1,heureEntreeAscenseur:211430,heureSortieAscenseur:308653,monteeIdId:0,heureArrivee:161960}
{ascStackId:0,heureEntreeAscenseur:240035,heureSortieAscenseur:303773,monteeIdId:3,heureArrivee:163251}
{ascStackId:1,heureEntreeAscenseur:221630,heureSortieAscenseur:309853,monteeIdId:0,heureArrivee:164351}
{ascStackId:1,heureEntreeAscenseur:189374,heureSortieAscenseur:307453,monteeIdId:0,heureArrivee:164636}
{ascStackId:1,heureEntreeAscenseur:211052,heureSortieAscenseur:245052,monteeIdId:3,heureArrivee:164717}
{ascStackId:0,heureEntreeAscenseur:486187,heureSortieAscenseur:528520,monteeIdId:1,heureArrivee:165237}
{ascStackId:0,heureEntreeAscenseur:189340,heureSortieAscenseur:207140,monteeIdId:2,heureArrivee:167307}
{ascStackId:0,heureEntreeAscenseur:263363,heureSortieAscenseur:304973,monteeIdId:3,heureArrivee:167888}
{ascStackId:0,heureEntreeAscenseur:492897,heureSortieAscenseur:542158,monteeIdId:3,heureArrivee:169028}
{ascStackId:0,heureEntreeAscenseur:5643621,heureSortieAscenseur:5690943,monteeIdId:0,heureArrivee:171567}
{ascStackId:1,heureEntreeAscenseur:235895,heureSortieAscenseur:289228,monteeIdId:1,heureArrivee:176675}
{ascStackId:0,heureEntreeAscenseur:260540,heureSortieAscenseur:311817,monteeIdId:2,heureArrivee:177686}
{ascStackId:0,heureEntreeAscenseur:264563,heureSortieAscenseur:306173,monteeIdId:3,heureArrivee:177686}
{ascStackId:1,heureEntreeAscenseur:324617,heureSortieAscenseur:422726,monteeIdId:2,heureArrivee:179088}
{ascStackId:0,heureEntreeAscenseur:216940,heureSortieAscenseur:288284,monteeIdId:2,heureArrivee:181252}
{ascStackId:0,heureEntreeAscenseur:6478996,heureSortieAscenseur:6506662,monteeIdId:0,heureArrivee:184931}
{ascStackId:0,heureEntreeAscenseur:6630679,heureSortieAscenseur:6659012,monteeIdId:2,heureArrivee:184962}
{ascStackId:0,heureEntreeAscenseur:218140,heureSortieAscenseur:232340,monteeIdId:2,heureArrivee:185866}
{ascStackId:1,heureEntreeAscenseur:1048565,heureSortieAscenseur:1098343,monteeIdId:3,heureArrivee:187320}
{ascStackId:0,heureEntreeAscenseur:220397,heureSortieAscenseur:234597,monteeIdId:0,heureArrivee:189433}
{ascStackId:0,heureEntreeAscenseur:210303,heureSortieAscenseur:258780,monteeIdId:1,heureArrivee:189842}
{ascStackId:0,heureEntreeAscenseur:238835,heureSortieAscenseur:302573,monteeIdId:3,heureArrivee:189842}
{ascStackId:1,heureEntreeAscenseur:220852,heureSortieAscenseur:308692,monteeIdId:3,heureArrivee:195951}
{ascStackId:0,heureEntreeAscenseur:214540,heureSortieAscenseur:259340,monteeIdId:2,heureArrivee:197389}
{ascStackId:1,heureEntreeAscenseur:400670,heureSortieAscenseur:459326,monteeIdId:2,heureArrivee:201328}
{ascStackId:1,heureEntreeAscenseur:219652,heureSortieAscenseur:272308,monteeIdId:3,heureArrivee:201901}
{ascStackId:0,heureEntreeAscenseur:245997,heureSortieAscenseur:293986,monteeIdId:0,heureArrivee:202188}
{ascStackId:1,heureEntreeAscenseur:218452,heureSortieAscenseur:296836,monteeIdId:3,heureArrivee:204731}
{ascStackId:1,heureEntreeAscenseur:311053,heureSortieAscenseur:387463,monteeIdId:0,heureArrivee:207261}
{ascStackId:0,heureEntreeAscenseur:215740,heureSortieAscenseur:287084,monteeIdId:2,heureArrivee:208109}
{ascStackId:0,heureEntreeAscenseur:386870,heureSortieAscenseur:441131,monteeIdId:2,heureArrivee:213254}
{ascStackId:1,heureEntreeAscenseur:1030812,heureSortieAscenseur:1098248,monteeIdId:1,heureArrivee:213332}
{ascStackId:1,heureEntreeAscenseur:506163,heureSortieAscenseur:536763,monteeIdId:3,heureArrivee:219689}
{ascStackId:0,heureEntreeAscenseur:244797,heureSortieAscenseur:292786,monteeIdId:0,heureArrivee:221999}
{ascStackId:0,heureEntreeAscenseur:261397,heureSortieAscenseur:296386,monteeIdId:0,heureArrivee:222628}
{ascStackId:0,heureEntreeAscenseur:262380,heureSortieAscenseur:375409,monteeIdId:1,heureArrivee:225550}
{ascStackId:1,heureEntreeAscenseur:7988503,heureSortieAscenseur:8028169,monteeIdId:1,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:7819048,heureSortieAscenseur:7858714,monteeIdId:2,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:259252,heureSortieAscenseur:340892,monteeIdId:3,heureArrivee:226930}
{ascStackId:1,heureEntreeAscenseur:344519,heureSortieAscenseur:438446,monteeIdId:0,heureArrivee:229363}
{ascStackId:1,heureEntreeAscenseur:312253,heureSortieAscenseur:404246,monteeIdId:0,heureArrivee:230131}
{ascStackId:1,heureEntreeAscenseur:494763,heureSortieAscenseur:572296,monteeIdId:3,heureArrivee:235031}
{ascStackId:0,heureEntreeAscenseur:393070,heureSortieAscenseur:442331,monteeIdId:2,heureArrivee:240297}
{ascStackId:0,heureEntreeAscenseur:316617,heureSortieAscenseur:385670,monteeIdId:2,heureArrivee:245207}
{ascStackId:0,heureEntreeAscenseur:269780,heureSortieAscenseur:365209,monteeIdId:1,heureArrivee:245762}
{ascStackId:0,heureEntreeAscenseur:315417,heureSortieAscenseur:346345,monteeIdId:2,heureArrivee:249273}
{ascStackId:1,heureEntreeAscenseur:286636,heureSortieAscenseur:343292,monteeIdId:3,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:285436,heureSortieAscenseur:342092,monteeIdId:3,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:357417,heureSortieAscenseur:456926,monteeIdId:2,heureArrivee:255049}
{ascStackId:1,heureEntreeAscenseur:291628,heureSortieAscenseur:359822,monteeIdId:1,heureArrivee:255778}
{ascStackId:0,heureEntreeAscenseur:272180,heureSortieAscenseur:317425,monteeIdId:1,heureArrivee:256182}
{ascStackId:0,heureEntreeAscenseur:268580,heureSortieAscenseur:343481,monteeIdId:1,heureArrivee:259813}
{ascStackId:1,heureEntreeAscenseur:372319,heureSortieAscenseur:440846,monteeIdId:0,heureArrivee:260494}
{ascStackId:0,heureEntreeAscenseur:270980,heureSortieAscenseur:331625,monteeIdId:1,heureArrivee:260846}
{ascStackId:0,heureEntreeAscenseur:332709,heureSortieAscenseur:350765,monteeIdId:0,heureArrivee:260910}
{ascStackId:0,heureEntreeAscenseur:352081,heureSortieAscenseur:400675,monteeIdId:1,heureArrivee:262996}
{ascStackId:1,heureEntreeAscenseur:383553,heureSortieAscenseur:428353,monteeIdId:3,heureArrivee:265738}
{ascStackId:1,heureEntreeAscenseur:300228,heureSortieAscenseur:326294,monteeIdId:1,heureArrivee:266665}
{ascStackId:0,heureEntreeAscenseur:307373,heureSortieAscenseur:504297,monteeIdId:3,heureArrivee:269239}
{ascStackId:1,heureEntreeAscenseur:297828,heureSortieAscenseur:385166,monteeIdId:1,heureArrivee:269836}
{ascStackId:0,heureEntreeAscenseur:362036,heureSortieAscenseur:389433,monteeIdId:3,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:360836,heureSortieAscenseur:388233,monteeIdId:3,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:306186,heureSortieAscenseur:373565,monteeIdId:0,heureArrivee:274950}
{ascStackId:0,heureEntreeAscenseur:359473,heureSortieAscenseur:403270,monteeIdId:2,heureArrivee:276070}
{ascStackId:1,heureEntreeAscenseur:349622,heureSortieAscenseur:435710,monteeIdId:1,heureArrivee:278832}
{ascStackId:1,heureEntreeAscenseur:299028,heureSortieAscenseur:339422,monteeIdId:1,heureArrivee:283077}
{ascStackId:1,heureEntreeAscenseur:301428,heureSortieAscenseur:401510,monteeIdId:1,heureArrivee:283477}
{ascStackId:1,heureEntreeAscenseur:366119,heureSortieAscenseur:439646,monteeIdId:0,heureArrivee:284154}
{ascStackId:1,heureEntreeAscenseur:319653,heureSortieAscenseur:364919,monteeIdId:0,heureArrivee:285730}
{ascStackId:0,heureEntreeAscenseur:482697,heureSortieAscenseur:540958,monteeIdId:3,heureArrivee:285765}
{ascStackId:0,heureEntreeAscenseur:303786,heureSortieAscenseur:331509,monteeIdId:0,heureArrivee:288630}
{ascStackId:0,heureEntreeAscenseur:304986,heureSortieAscenseur:372365,monteeIdId:0,heureArrivee:289439}
{ascStackId:0,heureEntreeAscenseur:372236,heureSortieAscenseur:390633,monteeIdId:3,heureArrivee:290191}
{ascStackId:0,heureEntreeAscenseur:369673,heureSortieAscenseur:439931,monteeIdId:2,heureArrivee:290490}
{ascStackId:1,heureEntreeAscenseur:516363,heureSortieAscenseur:574696,monteeIdId:3,heureArrivee:291626}
{ascStackId:1,heureEntreeAscenseur:318453,heureSortieAscenseur:354719,monteeIdId:0,heureArrivee:294511}
{ascStackId:1,heureEntreeAscenseur:344492,heureSortieAscenseur:382353,monteeIdId:3,heureArrivee:294511}
{ascStackId:0,heureEntreeAscenseur:307386,heureSortieAscenseur:498302,monteeIdId:0,heureArrivee:297032}
{ascStackId:0,heureEntreeAscenseur:2544166,heureSortieAscenseur:2580299,monteeIdId:1,heureArrivee:300034}
{ascStackId:0,heureEntreeAscenseur:313573,heureSortieAscenseur:481497,monteeIdId:3,heureArrivee:300862}
{ascStackId:0,heureEntreeAscenseur:513054,heureSortieAscenseur:566366,monteeIdId:2,heureArrivee:302242}
{ascStackId:1,heureEntreeAscenseur:345692,heureSortieAscenseur:398953,monteeIdId:3,heureArrivee:305409}
{ascStackId:1,heureEntreeAscenseur:727015,heureSortieAscenseur:788612,monteeIdId:2,heureArrivee:306640}
{ascStackId:1,heureEntreeAscenseur:7947517,heureSortieAscenseur:7987183,monteeIdId:0,heureArrivee:307869}
{ascStackId:1,heureEntreeAscenseur:399470,heureSortieAscenseur:458126,monteeIdId:2,heureArrivee:309815}
{ascStackId:0,heureEntreeAscenseur:345881,heureSortieAscenseur:399475,monteeIdId:1,heureArrivee:310541}
{ascStackId:0,heureEntreeAscenseur:322817,heureSortieAscenseur:416398,monteeIdId:2,heureArrivee:312805}
{ascStackId:1,heureEntreeAscenseur:333217,heureSortieAscenseur:373414,monteeIdId:2,heureArrivee:316946}
{ascStackId:0,heureEntreeAscenseur:5816801,heureSortieAscenseur:5895801,monteeIdId:0,heureArrivee:320834}
{ascStackId:1,heureEntreeAscenseur:330817,heureSortieAscenseur:410870,monteeIdId:2,heureArrivee:320966}
{ascStackId:1,heureEntreeAscenseur:332017,heureSortieAscenseur:387614,monteeIdId:2,heureArrivee:322960}
{ascStackId:0,heureEntreeAscenseur:5714797,heureSortieAscenseur:5758908,monteeIdId:2,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:409909,heureSortieAscenseur:464846,monteeIdId:0,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:338909,heureSortieAscenseur:351965,monteeIdId:0,heureArrivee:323728}
{ascStackId:0,heureEntreeAscenseur:856782,heureSortieAscenseur:875179,monteeIdId:1,heureArrivee:329371}
{ascStackId:0,heureEntreeAscenseur:401875,heureSortieAscenseur:467443,monteeIdId:1,heureArrivee:330855}
{ascStackId:0,heureEntreeAscenseur:764953,heureSortieAscenseur:789553,monteeIdId:0,heureArrivee:331245}
{ascStackId:0,heureEntreeAscenseur:1056121,heureSortieAscenseur:1118350,monteeIdId:2,heureArrivee:332079}
{ascStackId:0,heureEntreeAscenseur:767353,heureSortieAscenseur:791953,monteeIdId:0,heureArrivee:339629}
{ascStackId:0,heureEntreeAscenseur:499502,heureSortieAscenseur:539246,monteeIdId:0,heureArrivee:340338}
{ascStackId:0,heureEntreeAscenseur:410475,heureSortieAscenseur:484987,monteeIdId:1,heureArrivee:343243}
{ascStackId:1,heureEntreeAscenseur:369225,heureSortieAscenseur:427153,monteeIdId:3,heureArrivee:343426}
{ascStackId:0,heureEntreeAscenseur:398033,heureSortieAscenseur:517425,monteeIdId:3,heureArrivee:345957}
{ascStackId:0,heureEntreeAscenseur:1066440,heureSortieAscenseur:1111679,monteeIdId:0,heureArrivee:346097}
{ascStackId:0,heureEntreeAscenseur:374765,heureSortieAscenseur:401309,monteeIdId:0,heureArrivee:348852}
{ascStackId:0,heureEntreeAscenseur:514254,heureSortieAscenseur:567566,monteeIdId:2,heureArrivee:350208}
{ascStackId:1,heureEntreeAscenseur:590625,heureSortieAscenseur:638425,monteeIdId:0,heureArrivee:350880}
{ascStackId:0,heureEntreeAscenseur:358165,heureSortieAscenseur:514646,monteeIdId:0,heureArrivee:353075}
{ascStackId:1,heureEntreeAscenseur:7977712,heureSortieAscenseur:8017378,monteeIdId:2,heureArrivee:353397}
{ascStackId:0,heureEntreeAscenseur:403075,heureSortieAscenseur:483787,monteeIdId:1,heureArrivee:354261}
{ascStackId:1,heureEntreeAscenseur:4513541,heureSortieAscenseur:4548607,monteeIdId:1,heureArrivee:354860}
{ascStackId:1,heureEntreeAscenseur:370022,heureSortieAscenseur:436910,monteeIdId:1,heureArrivee:355755}
{ascStackId:1,heureEntreeAscenseur:500446,heureSortieAscenseur:578425,monteeIdId:0,heureArrivee:358546}
{ascStackId:0,heureEntreeAscenseur:541920,heureSortieAscenseur:632945,monteeIdId:1,heureArrivee:360971}
{ascStackId:1,heureEntreeAscenseur:440510,heureSortieAscenseur:486976,monteeIdId:1,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:442046,heureSortieAscenseur:499246,monteeIdId:0,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:618632,heureSortieAscenseur:674882,monteeIdId:2,heureArrivee:361588}
{ascStackId:1,heureEntreeAscenseur:430753,heureSortieAscenseur:493563,monteeIdId:3,heureArrivee:362220}
{ascStackId:1,heureEntreeAscenseur:439310,heureSortieAscenseur:530217,monteeIdId:1,heureArrivee:365408}
