{acceleration:2.5E-7,dureePortes:2500,ascenseurSpeed:1.5E-3,capaciteAsc:5,repartAscenseurs:{{val:2},{val:2},{val:2},{val:2}},margeInterAsc:0.8,dureeEntreeSortiePers:1200,niveauMin:0,niveauMax:38}
{completionTime:8402012,totalTransportTime:4273470929,nbPersonneTransportees:3602,failed:false,maxTransportTime:7911392}
{ascStackId:0,heureEntreeAscenseur:430287,heureSortieAscenseur:466420,monteeIdId:3,heureArrivee:165237}
{ascStackId:0,heureEntreeAscenseur:245751,heureSortieAscenseur:285790,monteeIdId:0,heureArrivee:167307}
{ascStackId:0,heureEntreeAscenseur:261161,heureSortieAscenseur:303091,monteeIdId:3,heureArrivee:167888}
{ascStackId:0,heureEntreeAscenseur:384936,heureSortieAscenseur:426269,monteeIdId:1,heureArrivee:169028}
{ascStackId:0,heureEntreeAscenseur:455853,heureSortieAscenseur:503175,monteeIdId:2,heureArrivee:171567}
{ascStackId:1,heureEntreeAscenseur:615419,heureSortieAscenseur:695325,monteeIdId:0,heureArrivee:176675}
{ascStackId:0,heureEntreeAscenseur:263561,heureSortieAscenseur:305491,monteeIdId:3,heureArrivee:177686}
{ascStackId:0,heureEntreeAscenseur:262361,heureSortieAscenseur:304291,monteeIdId:3,heureArrivee:177686}
{ascStackId:1,heureEntreeAscenseur:240428,heureSortieAscenseur:313750,monteeIdId:3,heureArrivee:179088}
{ascStackId:0,heureEntreeAscenseur:229151,heureSortieAscenseur:363852,monteeIdId:0,heureArrivee:181252}
{ascStackId:0,heureEntreeAscenseur:429087,heureSortieAscenseur:465220,monteeIdId:3,heureArrivee:184931}
{ascStackId:0,heureEntreeAscenseur:1088464,heureSortieAscenseur:1115597,monteeIdId:0,heureArrivee:184962}
{ascStackId:0,heureEntreeAscenseur:235880,heureSortieAscenseur:252480,monteeIdId:1,heureArrivee:185866}
{ascStackId:1,heureEntreeAscenseur:499814,heureSortieAscenseur:574353,monteeIdId:0,heureArrivee:187320}
{ascStackId:0,heureEntreeAscenseur:230351,heureSortieAscenseur:244551,monteeIdId:0,heureArrivee:189433}
{ascStackId:0,heureEntreeAscenseur:269007,heureSortieAscenseur:289390,monteeIdId:0,heureArrivee:189842}
{ascStackId:0,heureEntreeAscenseur:232264,heureSortieAscenseur:272858,monteeIdId:2,heureArrivee:189842}
{ascStackId:1,heureEntreeAscenseur:239228,heureSortieAscenseur:283150,monteeIdId:3,heureArrivee:195951}
{ascStackId:0,heureEntreeAscenseur:229618,heureSortieAscenseur:259961,monteeIdId:3,heureArrivee:197389}
{ascStackId:1,heureEntreeAscenseur:224447,heureSortieAscenseur:303740,monteeIdId:0,heureArrivee:201328}
{ascStackId:1,heureEntreeAscenseur:307340,heureSortieAscenseur:346668,monteeIdId:0,heureArrivee:201901}
{ascStackId:0,heureEntreeAscenseur:255951,heureSortieAscenseur:286990,monteeIdId:0,heureArrivee:202188}
{ascStackId:1,heureEntreeAscenseur:306140,heureSortieAscenseur:371196,monteeIdId:0,heureArrivee:204731}
{ascStackId:1,heureEntreeAscenseur:343536,heureSortieAscenseur:414053,monteeIdId:1,heureArrivee:207261}
{ascStackId:0,heureEntreeAscenseur:235818,heureSortieAscenseur:279558,monteeIdId:3,heureArrivee:208109}
{ascStackId:0,heureEntreeAscenseur:386136,heureSortieAscenseur:427469,monteeIdId:1,heureArrivee:213254}
{ascStackId:1,heureEntreeAscenseur:441821,heureSortieAscenseur:493287,monteeIdId:3,heureArrivee:213332}
{ascStackId:1,heureEntreeAscenseur:303550,heureSortieAscenseur:326806,monteeIdId:3,heureArrivee:219689}
{ascStackId:0,heureEntreeAscenseur:262680,heureSortieAscenseur:337402,monteeIdId:1,heureArrivee:221999}
{ascStackId:0,heureEntreeAscenseur:524600,heureSortieAscenseur:565197,monteeIdId:3,heureArrivee:222628}
{ascStackId:0,heureEntreeAscenseur:237080,heureSortieAscenseur:314536,monteeIdId:1,heureArrivee:225550}
{ascStackId:1,heureEntreeAscenseur:7671449,heureSortieAscenseur:7709915,monteeIdId:2,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:1448248,heureSortieAscenseur:1533881,monteeIdId:1,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:323997,heureSortieAscenseur:397997,monteeIdId:2,heureArrivee:226930}
{ascStackId:1,heureEntreeAscenseur:440621,heureSortieAscenseur:492087,monteeIdId:3,heureArrivee:229363}
{ascStackId:1,heureEntreeAscenseur:286397,heureSortieAscenseur:362597,monteeIdId:2,heureArrivee:230131}
{ascStackId:1,heureEntreeAscenseur:293350,heureSortieAscenseur:401421,monteeIdId:3,heureArrivee:235031}
{ascStackId:0,heureEntreeAscenseur:516441,heureSortieAscenseur:564886,monteeIdId:0,heureArrivee:240297}
{ascStackId:0,heureEntreeAscenseur:276458,heureSortieAscenseur:339850,monteeIdId:2,heureArrivee:245207}
{ascStackId:0,heureEntreeAscenseur:295590,heureSortieAscenseur:350796,monteeIdId:0,heureArrivee:245762}
{ascStackId:0,heureEntreeAscenseur:779838,heureSortieAscenseur:792966,monteeIdId:2,heureArrivee:249273}
{ascStackId:1,heureEntreeAscenseur:360996,heureSortieAscenseur:416642,monteeIdId:0,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:359796,heureSortieAscenseur:415442,monteeIdId:0,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:275084,heureSortieAscenseur:342336,monteeIdId:1,heureArrivee:255049}
{ascStackId:1,heureEntreeAscenseur:287597,heureSortieAscenseur:344397,monteeIdId:2,heureArrivee:255778}
{ascStackId:0,heureEntreeAscenseur:306691,heureSortieAscenseur:323888,monteeIdId:3,heureArrivee:256182}
{ascStackId:0,heureEntreeAscenseur:307891,heureSortieAscenseur:351632,monteeIdId:3,heureArrivee:259813}
{ascStackId:1,heureEntreeAscenseur:333540,heureSortieAscenseur:414242,monteeIdId:0,heureArrivee:260494}
{ascStackId:0,heureEntreeAscenseur:283858,heureSortieAscenseur:317794,monteeIdId:2,heureArrivee:260846}
{ascStackId:0,heureEntreeAscenseur:931397,heureSortieAscenseur:945653,monteeIdId:1,heureArrivee:260910}
{ascStackId:0,heureEntreeAscenseur:300336,heureSortieAscenseur:339802,monteeIdId:1,heureArrivee:262996}
{ascStackId:1,heureEntreeAscenseur:388709,heureSortieAscenseur:417842,monteeIdId:0,heureArrivee:265738}
{ascStackId:1,heureEntreeAscenseur:405021,heureSortieAscenseur:439421,monteeIdId:3,heureArrivee:266665}
{ascStackId:0,heureEntreeAscenseur:296790,heureSortieAscenseur:339396,monteeIdId:0,heureArrivee:269239}
{ascStackId:1,heureEntreeAscenseur:2368022,heureSortieAscenseur:2410016,monteeIdId:1,heureArrivee:269836}
{ascStackId:0,heureEntreeAscenseur:722842,heureSortieAscenseur:740386,monteeIdId:1,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:916391,heureSortieAscenseur:933935,monteeIdId:0,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:282658,heureSortieAscenseur:301797,monteeIdId:2,heureArrivee:274950}
{ascStackId:0,heureEntreeAscenseur:326288,heureSortieAscenseur:364688,monteeIdId:3,heureArrivee:276070}
{ascStackId:1,heureEntreeAscenseur:334197,heureSortieAscenseur:399197,monteeIdId:2,heureArrivee:278832}
{ascStackId:1,heureEntreeAscenseur:352136,heureSortieAscenseur:390725,monteeIdId:1,heureArrivee:283077}
{ascStackId:1,heureEntreeAscenseur:349736,heureSortieAscenseur:461453,monteeIdId:1,heureArrivee:283477}
{ascStackId:1,heureEntreeAscenseur:313797,heureSortieAscenseur:396797,monteeIdId:2,heureArrivee:284154}
{ascStackId:1,heureEntreeAscenseur:401597,heureSortieAscenseur:439730,monteeIdId:2,heureArrivee:285730}
{ascStackId:0,heureEntreeAscenseur:352832,heureSortieAscenseur:388621,monteeIdId:3,heureArrivee:285765}
{ascStackId:0,heureEntreeAscenseur:297990,heureSortieAscenseur:319196,monteeIdId:0,heureArrivee:288630}
{ascStackId:0,heureEntreeAscenseur:684175,heureSortieAscenseur:713125,monteeIdId:0,heureArrivee:289439}
{ascStackId:0,heureEntreeAscenseur:325088,heureSortieAscenseur:386221,monteeIdId:3,heureArrivee:290191}
{ascStackId:0,heureEntreeAscenseur:336488,heureSortieAscenseur:387421,monteeIdId:3,heureArrivee:290490}
{ascStackId:1,heureEntreeAscenseur:653972,heureSortieAscenseur:691772,monteeIdId:2,heureArrivee:291626}
{ascStackId:1,heureEntreeAscenseur:7076013,heureSortieAscenseur:7103946,monteeIdId:0,heureArrivee:294511}
{ascStackId:1,heureEntreeAscenseur:350936,heureSortieAscenseur:378869,monteeIdId:1,heureArrivee:294511}
{ascStackId:0,heureEntreeAscenseur:784369,heureSortieAscenseur:837647,monteeIdId:3,heureArrivee:297032}
{ascStackId:0,heureEntreeAscenseur:431487,heureSortieAscenseur:467620,monteeIdId:3,heureArrivee:300034}
{ascStackId:0,heureEntreeAscenseur:341002,heureSortieAscenseur:373536,monteeIdId:1,heureArrivee:300862}
{ascStackId:0,heureEntreeAscenseur:327994,heureSortieAscenseur:364316,monteeIdId:2,heureArrivee:302242}
{ascStackId:1,heureEntreeAscenseur:782840,heureSortieAscenseur:835896,monteeIdId:1,heureArrivee:305409}
{ascStackId:1,heureEntreeAscenseur:429221,heureSortieAscenseur:490887,monteeIdId:3,heureArrivee:306640}
{ascStackId:1,heureEntreeAscenseur:6954144,heureSortieAscenseur:6992610,monteeIdId:3,heureArrivee:307869}
{ascStackId:1,heureEntreeAscenseur:439397,heureSortieAscenseur:534996,monteeIdId:1,heureArrivee:309815}
{ascStackId:0,heureEntreeAscenseur:374736,heureSortieAscenseur:425069,monteeIdId:1,heureArrivee:310541}
{ascStackId:0,heureEntreeAscenseur:342202,heureSortieAscenseur:401536,monteeIdId:1,heureArrivee:312805}
{ascStackId:1,heureEntreeAscenseur:7719715,heureSortieAscenseur:7773165,monteeIdId:2,heureArrivee:316946}
{ascStackId:0,heureEntreeAscenseur:369116,heureSortieAscenseur:467253,monteeIdId:2,heureArrivee:320834}
{ascStackId:1,heureEntreeAscenseur:353336,heureSortieAscenseur:449597,monteeIdId:1,heureArrivee:320966}
{ascStackId:1,heureEntreeAscenseur:403821,heureSortieAscenseur:460021,monteeIdId:3,heureArrivee:322960}
{ascStackId:0,heureEntreeAscenseur:631664,heureSortieAscenseur:645864,monteeIdId:0,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:375316,heureSortieAscenseur:415797,monteeIdId:2,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:1281917,heureSortieAscenseur:1296173,monteeIdId:1,heureArrivee:323728}
{ascStackId:0,heureEntreeAscenseur:672315,heureSortieAscenseur:701698,monteeIdId:1,heureArrivee:329371}
{ascStackId:0,heureEntreeAscenseur:392185,heureSortieAscenseur:448375,monteeIdId:0,heureArrivee:330855}
{ascStackId:0,heureEntreeAscenseur:351996,heureSortieAscenseur:389785,monteeIdId:0,heureArrivee:331245}
{ascStackId:0,heureEntreeAscenseur:376516,heureSortieAscenseur:442797,monteeIdId:2,heureArrivee:332079}
{ascStackId:0,heureEntreeAscenseur:528297,heureSortieAscenseur:566086,monteeIdId:0,heureArrivee:339629}
{ascStackId:0,heureEntreeAscenseur:481613,heureSortieAscenseur:524329,monteeIdId:1,heureArrivee:340338}
{ascStackId:0,heureEntreeAscenseur:389821,heureSortieAscenseur:427887,monteeIdId:3,heureArrivee:343243}
{ascStackId:1,heureEntreeAscenseur:541508,heureSortieAscenseur:593716,monteeIdId:2,heureArrivee:343426}
{ascStackId:0,heureEntreeAscenseur:391021,heureSortieAscenseur:441687,monteeIdId:3,heureArrivee:345957}
{ascStackId:0,heureEntreeAscenseur:525800,heureSortieAscenseur:566397,monteeIdId:3,heureArrivee:346097}
{ascStackId:0,heureEntreeAscenseur:595753,heureSortieAscenseur:628064,monteeIdId:0,heureArrivee:348852}
{ascStackId:0,heureEntreeAscenseur:450775,heureSortieAscenseur:489575,monteeIdId:0,heureArrivee:350208}
{ascStackId:1,heureEntreeAscenseur:426442,heureSortieAscenseur:467503,monteeIdId:0,heureArrivee:350880}
{ascStackId:0,heureEntreeAscenseur:393385,heureSortieAscenseur:466175,monteeIdId:0,heureArrivee:353075}
{ascStackId:1,heureEntreeAscenseur:7231785,heureSortieAscenseur:7270251,monteeIdId:1,heureArrivee:353397}
{ascStackId:0,heureEntreeAscenseur:378916,heureSortieAscenseur:479109,monteeIdId:2,heureArrivee:354261}
{ascStackId:1,heureEntreeAscenseur:419042,heureSortieAscenseur:454375,monteeIdId:0,heureArrivee:354860}
{ascStackId:1,heureEntreeAscenseur:400925,heureSortieAscenseur:532596,monteeIdId:1,heureArrivee:355755}
{ascStackId:1,heureEntreeAscenseur:682651,heureSortieAscenseur:771840,monteeIdId:1,heureArrivee:358546}
{ascStackId:0,heureEntreeAscenseur:377716,heureSortieAscenseur:430941,monteeIdId:2,heureArrivee:360971}
{ascStackId:1,heureEntreeAscenseur:7132345,heureSortieAscenseur:7199873,monteeIdId:3,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:1815421,heureSortieAscenseur:1858365,monteeIdId:3,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:427130,heureSortieAscenseur:511975,monteeIdId:2,heureArrivee:361588}
{ascStackId:1,heureEntreeAscenseur:400397,heureSortieAscenseur:458596,monteeIdId:2,heureArrivee:362220}
{ascStackId:1,heureEntreeAscenseur:428842,heureSortieAscenseur:498614,monteeIdId:0,heureArrivee:365408}
