{acceleration:2.5E-7,dureePortes:2500,ascenseurSpeed:1.5E-3,capaciteAsc:5,repartAscenseurs:{{val:2},{val:2},{val:2},{val:2}},margeInterAsc:0.8,dureeEntreeSortiePers:1200,niveauMin:0,niveauMax:38}
{completionTime:6898648,totalTransportTime:1870196316,nbPersonneTransportees:3602,failed:false,maxTransportTime:6237570}
{ascStackId:1,heureEntreeAscenseur:194210,heureSortieAscenseur:284474,monteeIdId:2,heureArrivee:131532}
{ascStackId:1,heureEntreeAscenseur:167274,heureSortieAscenseur:224018,monteeIdId:1,heureArrivee:132495}
{ascStackId:0,heureEntreeAscenseur:163807,heureSortieAscenseur:201127,monteeIdId:1,heureArrivee:133166}
{ascStackId:1,heureEntreeAscenseur:168474,heureSortieAscenseur:225218,monteeIdId:1,heureArrivee:134618}
{ascStackId:0,heureEntreeAscenseur:187622,heureSortieAscenseur:204278,monteeIdId:2,heureArrivee:134868}
{ascStackId:0,heureEntreeAscenseur:166207,heureSortieAscenseur:225655,monteeIdId:1,heureArrivee:135297}
{ascStackId:1,heureEntreeAscenseur:169674,heureSortieAscenseur:211418,monteeIdId:1,heureArrivee:138844}
{ascStackId:1,heureEntreeAscenseur:243732,heureSortieAscenseur:303216,monteeIdId:3,heureArrivee:139115}
{ascStackId:1,heureEntreeAscenseur:217702,heureSortieAscenseur:310029,monteeIdId:0,heureArrivee:139115}
{ascStackId:1,heureEntreeAscenseur:218902,heureSortieAscenseur:311229,monteeIdId:0,heureArrivee:139115}
{ascStackId:0,heureEntreeAscenseur:178199,heureSortieAscenseur:225758,monteeIdId:0,heureArrivee:147068}
{ascStackId:1,heureEntreeAscenseur:178046,heureSortieAscenseur:265096,monteeIdId:0,heureArrivee:147883}
{ascStackId:0,heureEntreeAscenseur:3115958,heureSortieAscenseur:3141624,monteeIdId:0,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:352823,heureSortieAscenseur:420412,monteeIdId:0,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:536699,heureSortieAscenseur:605088,monteeIdId:2,heureArrivee:148223}
{ascStackId:0,heureEntreeAscenseur:165007,heureSortieAscenseur:188071,monteeIdId:1,heureArrivee:148541}
{ascStackId:0,heureEntreeAscenseur:167407,heureSortieAscenseur:189271,monteeIdId:1,heureArrivee:148620}
{ascStackId:1,heureEntreeAscenseur:198466,heureSortieAscenseur:302016,monteeIdId:3,heureArrivee:151023}
{ascStackId:0,heureEntreeAscenseur:192302,heureSortieAscenseur:338495,monteeIdId:0,heureArrivee:153850}
{ascStackId:1,heureEntreeAscenseur:216502,heureSortieAscenseur:308829,monteeIdId:0,heureArrivee:154030}
{ascStackId:1,heureEntreeAscenseur:272612,heureSortieAscenseur:318244,monteeIdId:1,heureArrivee:155126}
{ascStackId:1,heureEntreeAscenseur:271412,heureSortieAscenseur:317044,monteeIdId:1,heureArrivee:155126}
{ascStackId:1,heureEntreeAscenseur:374449,heureSortieAscenseur:444982,monteeIdId:2,heureArrivee:155126}
{ascStackId:0,heureEntreeAscenseur:162607,heureSortieAscenseur:224455,monteeIdId:1,heureArrivee:161363}
{ascStackId:1,heureEntreeAscenseur:223579,heureSortieAscenseur:286874,monteeIdId:2,heureArrivee:161960}
{ascStackId:0,heureEntreeAscenseur:182917,heureSortieAscenseur:202100,monteeIdId:3,heureArrivee:163251}
{ascStackId:1,heureEntreeAscenseur:188266,heureSortieAscenseur:300816,monteeIdId:3,heureArrivee:164351}
{ascStackId:1,heureEntreeAscenseur:213818,heureSortieAscenseur:313444,monteeIdId:1,heureArrivee:164636}
{ascStackId:1,heureEntreeAscenseur:180446,heureSortieAscenseur:204646,monteeIdId:0,heureArrivee:164717}
{ascStackId:0,heureEntreeAscenseur:264683,heureSortieAscenseur:302016,monteeIdId:3,heureArrivee:165237}
{ascStackId:0,heureEntreeAscenseur:213902,heureSortieAscenseur:253502,monteeIdId:0,heureArrivee:167307}
{ascStackId:0,heureEntreeAscenseur:214255,heureSortieAscenseur:258988,monteeIdId:1,heureArrivee:167888}
{ascStackId:0,heureEntreeAscenseur:494550,heureSortieAscenseur:520216,monteeIdId:0,heureArrivee:169028}
{ascStackId:0,heureEntreeAscenseur:495750,heureSortieAscenseur:521416,monteeIdId:0,heureArrivee:171567}
{ascStackId:1,heureEntreeAscenseur:239418,heureSortieAscenseur:314644,monteeIdId:1,heureArrivee:176675}
{ascStackId:0,heureEntreeAscenseur:237883,heureSortieAscenseur:299616,monteeIdId:3,heureArrivee:177686}
{ascStackId:0,heureEntreeAscenseur:262541,heureSortieAscenseur:285674,monteeIdId:2,heureArrivee:177686}
{ascStackId:1,heureEntreeAscenseur:306816,heureSortieAscenseur:400861,monteeIdId:3,heureArrivee:179088}
{ascStackId:0,heureEntreeAscenseur:205700,heureSortieAscenseur:276083,monteeIdId:3,heureArrivee:181252}
{ascStackId:0,heureEntreeAscenseur:263483,heureSortieAscenseur:300816,monteeIdId:3,heureArrivee:184931}
{ascStackId:0,heureEntreeAscenseur:388999,heureSortieAscenseur:425665,monteeIdId:2,heureArrivee:184962}
{ascStackId:0,heureEntreeAscenseur:204500,heureSortieAscenseur:219900,monteeIdId:3,heureArrivee:185866}
{ascStackId:1,heureEntreeAscenseur:372049,heureSortieAscenseur:442582,monteeIdId:2,heureArrivee:187320}
{ascStackId:0,heureEntreeAscenseur:205478,heureSortieAscenseur:219678,monteeIdId:2,heureArrivee:189433}
{ascStackId:0,heureEntreeAscenseur:242934,heureSortieAscenseur:284474,monteeIdId:2,heureArrivee:189842}
{ascStackId:0,heureEntreeAscenseur:241734,heureSortieAscenseur:283274,monteeIdId:2,heureArrivee:189842}
{ascStackId:1,heureEntreeAscenseur:317229,heureSortieAscenseur:426064,monteeIdId:0,heureArrivee:195951}
{ascStackId:0,heureEntreeAscenseur:203300,heureSortieAscenseur:236683,monteeIdId:3,heureArrivee:197389}
{ascStackId:1,heureEntreeAscenseur:258284,heureSortieAscenseur:315844,monteeIdId:1,heureArrivee:201328}
{ascStackId:1,heureEntreeAscenseur:309216,heureSortieAscenseur:350149,monteeIdId:3,heureArrivee:201901}
{ascStackId:0,heureEntreeAscenseur:229878,heureSortieAscenseur:282074,monteeIdId:2,heureArrivee:202188}
{ascStackId:1,heureEntreeAscenseur:305616,heureSortieAscenseur:374677,monteeIdId:3,heureArrivee:204731}
{ascStackId:1,heureEntreeAscenseur:292874,heureSortieAscenseur:343452,monteeIdId:2,heureArrivee:207261}
{ascStackId:0,heureEntreeAscenseur:286874,heureSortieAscenseur:385399,monteeIdId:2,heureArrivee:208109}
{ascStackId:0,heureEntreeAscenseur:354023,heureSortieAscenseur:421612,monteeIdId:0,heureArrivee:213254}
{ascStackId:1,heureEntreeAscenseur:253932,heureSortieAscenseur:304416,monteeIdId:3,heureArrivee:213332}
{ascStackId:1,heureEntreeAscenseur:359449,heureSortieAscenseur:394849,monteeIdId:2,heureArrivee:219689}
{ascStackId:0,heureEntreeAscenseur:235958,heureSortieAscenseur:254702,monteeIdId:0,heureArrivee:221999}
{ascStackId:0,heureEntreeAscenseur:359828,heureSortieAscenseur:406884,monteeIdId:1,heureArrivee:222628}
{ascStackId:0,heureEntreeAscenseur:259502,heureSortieAscenseur:387023,monteeIdId:0,heureArrivee:225550}
{ascStackId:1,heureEntreeAscenseur:512605,heureSortieAscenseur:586710,monteeIdId:1,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:384649,heureSortieAscenseur:446182,monteeIdId:2,heureArrivee:226507}
{ascStackId:1,heureEntreeAscenseur:375095,heureSortieAscenseur:516616,monteeIdId:0,heureArrivee:226930}
{ascStackId:1,heureEntreeAscenseur:246230,heureSortieAscenseur:312429,monteeIdId:0,heureArrivee:229363}
{ascStackId:1,heureEntreeAscenseur:289274,heureSortieAscenseur:369649,monteeIdId:2,heureArrivee:230131}
{ascStackId:1,heureEntreeAscenseur:412717,heureSortieAscenseur:461363,monteeIdId:3,heureArrivee:235031}
{ascStackId:0,heureEntreeAscenseur:3213373,heureSortieAscenseur:3264778,monteeIdId:1,heureArrivee:240297}
{ascStackId:0,heureEntreeAscenseur:257102,heureSortieAscenseur:351623,monteeIdId:0,heureArrivee:245207}
{ascStackId:0,heureEntreeAscenseur:258302,heureSortieAscenseur:375623,monteeIdId:0,heureArrivee:245762}
{ascStackId:0,heureEntreeAscenseur:255902,heureSortieAscenseur:272630,monteeIdId:0,heureArrivee:249273}
{ascStackId:1,heureEntreeAscenseur:363277,heureSortieAscenseur:457763,monteeIdId:3,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:364477,heureSortieAscenseur:458963,monteeIdId:3,heureArrivee:254892}
{ascStackId:1,heureEntreeAscenseur:284629,heureSortieAscenseur:313629,monteeIdId:0,heureArrivee:255049}
{ascStackId:1,heureEntreeAscenseur:290474,heureSortieAscenseur:331596,monteeIdId:2,heureArrivee:255778}
{ascStackId:0,heureEntreeAscenseur:267388,heureSortieAscenseur:345500,monteeIdId:1,heureArrivee:256182}
{ascStackId:0,heureEntreeAscenseur:266188,heureSortieAscenseur:383084,monteeIdId:1,heureArrivee:259813}
{ascStackId:1,heureEntreeAscenseur:365700,heureSortieAscenseur:422744,monteeIdId:1,heureArrivee:260494}
{ascStackId:0,heureEntreeAscenseur:264988,heureSortieAscenseur:370028,monteeIdId:1,heureArrivee:260846}
{ascStackId:0,heureEntreeAscenseur:279244,heureSortieAscenseur:291100,monteeIdId:1,heureArrivee:260910}
{ascStackId:0,heureEntreeAscenseur:359215,heureSortieAscenseur:423265,monteeIdId:2,heureArrivee:262996}
{ascStackId:1,heureEntreeAscenseur:355500,heureSortieAscenseur:421544,monteeIdId:1,heureArrivee:265738}
{ascStackId:1,heureEntreeAscenseur:318429,heureSortieAscenseur:344495,monteeIdId:0,heureArrivee:266665}
{ascStackId:0,heureEntreeAscenseur:285758,heureSortieAscenseur:364223,monteeIdId:0,heureArrivee:269239}
{ascStackId:1,heureEntreeAscenseur:310416,heureSortieAscenseur:375877,monteeIdId:3,heureArrivee:269836}
{ascStackId:0,heureEntreeAscenseur:309218,heureSortieAscenseur:336615,monteeIdId:2,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:308018,heureSortieAscenseur:335415,monteeIdId:2,heureArrivee:271478}
{ascStackId:0,heureEntreeAscenseur:305616,heureSortieAscenseur:334128,monteeIdId:3,heureArrivee:274950}
{ascStackId:0,heureEntreeAscenseur:319418,heureSortieAscenseur:371071,monteeIdId:2,heureArrivee:276070}
{ascStackId:1,heureEntreeAscenseur:386495,heureSortieAscenseur:519016,monteeIdId:0,heureArrivee:278832}
{ascStackId:1,heureEntreeAscenseur:288074,heureSortieAscenseur:319740,monteeIdId:2,heureArrivee:283077}
{ascStackId:1,heureEntreeAscenseur:291674,heureSortieAscenseur:370849,monteeIdId:2,heureArrivee:283477}
{ascStackId:1,heureEntreeAscenseur:366900,heureSortieAscenseur:423944,monteeIdId:1,heureArrivee:284154}
{ascStackId:1,heureEntreeAscenseur:314829,heureSortieAscenseur:364895,monteeIdId:0,heureArrivee:285730}
{ascStackId:0,heureEntreeAscenseur:385484,heureSortieAscenseur:410484,monteeIdId:1,heureArrivee:285765}
{ascStackId:0,heureEntreeAscenseur:308016,heureSortieAscenseur:322272,monteeIdId:3,heureArrivee:288630}
{ascStackId:0,heureEntreeAscenseur:292300,heureSortieAscenseur:333644,monteeIdId:1,heureArrivee:289439}
{ascStackId:0,heureEntreeAscenseur:345984,heureSortieAscenseur:424353,monteeIdId:3,heureArrivee:290191}
{ascStackId:0,heureEntreeAscenseur:356184,heureSortieAscenseur:425553,monteeIdId:3,heureArrivee:290490}
{ascStackId:1,heureEntreeAscenseur:373249,heureSortieAscenseur:443782,monteeIdId:2,heureArrivee:291626}
{ascStackId:1,heureEntreeAscenseur:308016,heureSortieAscenseur:335949,monteeIdId:3,heureArrivee:294511}
{ascStackId:1,heureEntreeAscenseur:316029,heureSortieAscenseur:354695,monteeIdId:0,heureArrivee:294511}
{ascStackId:0,heureEntreeAscenseur:306816,heureSortieAscenseur:369312,monteeIdId:3,heureArrivee:297032}
{ascStackId:0,heureEntreeAscenseur:400399,heureSortieAscenseur:428065,monteeIdId:2,heureArrivee:300034}
{ascStackId:0,heureEntreeAscenseur:304416,heureSortieAscenseur:392640,monteeIdId:3,heureArrivee:300862}
{ascStackId:0,heureEntreeAscenseur:593528,heureSortieAscenseur:644656,monteeIdId:0,heureArrivee:302242}
{ascStackId:1,heureEntreeAscenseur:319629,heureSortieAscenseur:396695,monteeIdId:0,heureArrivee:305409}
{ascStackId:1,heureEntreeAscenseur:343644,heureSortieAscenseur:420344,monteeIdId:1,heureArrivee:306640}
{ascStackId:1,heureEntreeAscenseur:511405,heureSortieAscenseur:585510,monteeIdId:1,heureArrivee:307869}
{ascStackId:1,heureEntreeAscenseur:387733,heureSortieAscenseur:460163,monteeIdId:3,heureArrivee:309815}
{ascStackId:0,heureEntreeAscenseur:384284,heureSortieAscenseur:409284,monteeIdId:1,heureArrivee:310541}
{ascStackId:0,heureEntreeAscenseur:339015,heureSortieAscenseur:386599,monteeIdId:2,heureArrivee:312805}
{ascStackId:1,heureEntreeAscenseur:319444,heureSortieAscenseur:380028,monteeIdId:1,heureArrivee:316946}
{ascStackId:0,heureEntreeAscenseur:337815,heureSortieAscenseur:372271,monteeIdId:2,heureArrivee:320834}
{ascStackId:1,heureEntreeAscenseur:426344,heureSortieAscenseur:488149,monteeIdId:1,heureArrivee:320966}
{ascStackId:1,heureEntreeAscenseur:429944,heureSortieAscenseur:475021,monteeIdId:1,heureArrivee:322960}
{ascStackId:0,heureEntreeAscenseur:415284,heureSortieAscenseur:445344,monteeIdId:1,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:429153,heureSortieAscenseur:482763,monteeIdId:3,heureArrivee:323293}
{ascStackId:0,heureEntreeAscenseur:408556,heureSortieAscenseur:425212,monteeIdId:0,heureArrivee:323728}
{ascStackId:0,heureEntreeAscenseur:346700,heureSortieAscenseur:405684,monteeIdId:1,heureArrivee:329371}
{ascStackId:0,heureEntreeAscenseur:430465,heureSortieAscenseur:518843,monteeIdId:2,heureArrivee:330855}
{ascStackId:0,heureEntreeAscenseur:376823,heureSortieAscenseur:424012,monteeIdId:0,heureArrivee:331245}
{ascStackId:0,heureEntreeAscenseur:431553,heureSortieAscenseur:539604,monteeIdId:3,heureArrivee:332079}
{ascStackId:0,heureEntreeAscenseur:468822,heureSortieAscenseur:516616,monteeIdId:0,heureArrivee:339629}
{ascStackId:0,heureEntreeAscenseur:371228,heureSortieAscenseur:408084,monteeIdId:1,heureArrivee:340338}
{ascStackId:0,heureEntreeAscenseur:430012,heureSortieAscenseur:479022,monteeIdId:0,heureArrivee:343243}
{ascStackId:1,heureEntreeAscenseur:396811,heureSortieAscenseur:425144,monteeIdId:1,heureArrivee:343426}
{ascStackId:0,heureEntreeAscenseur:411684,heureSortieAscenseur:538128,monteeIdId:1,heureArrivee:345957}
{ascStackId:0,heureEntreeAscenseur:379512,heureSortieAscenseur:426753,monteeIdId:3,heureArrivee:346097}
{ascStackId:0,heureEntreeAscenseur:485163,heureSortieAscenseur:500563,monteeIdId:3,heureArrivee:348852}
{ascStackId:0,heureEntreeAscenseur:540804,heureSortieAscenseur:595062,monteeIdId:3,heureArrivee:350208}
{ascStackId:1,heureEntreeAscenseur:1022674,heureSortieAscenseur:1052607,monteeIdId:0,heureArrivee:350880}
{ascStackId:0,heureEntreeAscenseur:431212,heureSortieAscenseur:467622,monteeIdId:0,heureArrivee:353075}
{ascStackId:1,heureEntreeAscenseur:546940,heureSortieAscenseur:618006,monteeIdId:3,heureArrivee:353397}
{ascStackId:0,heureEntreeAscenseur:414084,heureSortieAscenseur:527928,monteeIdId:1,heureArrivee:354261}
{ascStackId:1,heureEntreeAscenseur:1237212,heureSortieAscenseur:1288801,monteeIdId:0,heureArrivee:354860}
{ascStackId:1,heureEntreeAscenseur:385295,heureSortieAscenseur:517816,monteeIdId:0,heureArrivee:355755}
{ascStackId:1,heureEntreeAscenseur:430230,heureSortieAscenseur:462563,monteeIdId:3,heureArrivee:358546}
{ascStackId:0,heureEntreeAscenseur:416484,heureSortieAscenseur:480144,monteeIdId:1,heureArrivee:360971}
{ascStackId:1,heureEntreeAscenseur:431144,heureSortieAscenseur:458677,monteeIdId:1,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:1608511,heureSortieAscenseur:1648777,monteeIdId:2,heureArrivee:360999}
{ascStackId:1,heureEntreeAscenseur:417049,heureSortieAscenseur:447382,monteeIdId:2,heureArrivee:361588}
{ascStackId:1,heureEntreeAscenseur:427544,heureSortieAscenseur:489349,monteeIdId:1,heureArrivee:362220}
{ascStackId:1,heureEntreeAscenseur:977370,heureSortieAscenseur:1077943,monteeIdId:3,heureArrivee:365408}
